sentence,hate,category
জে বিচার জানে না সে হলো ছাগলের মত,0,"meme, tiktok and others"
জে রায় দিচে সেও জালিম সরকার ও জালিম আললা তোদের বিচার একদিন করবেন ইনশাআললা,0,"meme, tiktok and others"
জেই দেশে মুশফিকে গালি দিলে পতিবাদ হয় সেই দেশে নবিকে বোলে বিচার হয় না,0,slander
জেই ধরমের কনো বাবা না থাকে আর গরু কে মা ডাকে তাদের এই অবস্তাই হয়,0,"meme, tiktok and others"
জেই ভাই ভিডিও টা করছেন তাকে ধন্যবাদ কেননা তার কারনে হারামি টাকে পুলিশে দেওয়া গেছে,0,"meme, tiktok and others"
জেতা দিয়া পিটানের কাম শাকিব খানরে রে মাইগা মা বাবা যে সিখা দিছে তা এনা পাইব সাকিব বে আমি চাই অপু আপুর সাথে যাতে থাকে সবসময় আবরাহাম মায়ের মত কেউ ভালো বাষতে পারবেনা অপু ষিখা যাতে বর হয়,0,personal
জেনারিরা বিয়ে করবে তাদের নাম্বার ছাই,0,"meme, tiktok and others"
জেন্ত পুতে পেলা উচিৎ ছিল,0,"meme, tiktok and others"
জেল থেকে যেনো কোনো দিন ছাড়া না পাই,0,"meme, tiktok and others"
জেল বহিশ কার চাই,0,"meme, tiktok and others"
জেলে দেও,0,"meme, tiktok and others"
জেসমিনের মতো আমি ও হতে চায়,0,personal
জোতোই মায়ের সুগার হক নাকেনো বাবার বয়োস টা তো কম হয় নাই ঐই লোকের কম সে কম চাকরি ছাঁটাই করা উচিত তার সাথে দেই দাদা ভাই কেমারা করে ছে তাকে সেলুট জানাই,0,"meme, tiktok and others"
জোবনচলেগেলেকিলাভহবেতাইজোবনজালায়মিঠায়আরপড়ারখরচচলে,0,"meme, tiktok and others"
জোস ভাই। হাই লেভেল এর জুয়ারি হালায়।পা পোন্দা�,0,"meme, tiktok and others"
জোস্ ���,0,"meme, tiktok and others"
জ্ঞান ফিরলে কমেন্ট দেখে পোস্ট ডিলিট করে দিয়েন না প্লিজ। ���,0,"meme, tiktok and others"
"জ্বি,আমরাও জানতে চাই এত দেরি তে এই পোস্ট করা কেন??",0,"meme, tiktok and others"
ঝারো দিয়ে ওর কপালে মার,0,"meme, tiktok and others"
ঝুলান্তো দুধ,0,"meme, tiktok and others"
ঝুলে যায় ছিঃ অশীল কথা বার্তা কেউ ওরে জুতা পিটা করো,0,"meme, tiktok and others"
টপিক নিয়ে আমার প্রশ্ন নাই বাট উপস্থাপক মেয়ে নিয়া দরকার ছিলো এটা বাড়াবাড়ি হয়ে গেছে,0,personal
টপিকস আর খুজে পাওনা যত্তোসব ফালতু লোকজন,0,"meme, tiktok and others"
টম ক্রুজ মিশন ইম্পসিবল এবং জ্যাক রিচার সহ অনেক একশন মুভি করেছে। তার উচ্চতা হল ফুট ইঞ্চি আর তার পূর্ব বিবাহিত সকল স্ত্রীদের হাইট তার চেয়ে বেশি। এই শোয়ের বেশিরভাগ ক্যান্ডিডেট টম ক্রুজের হাইটের সমান। তারপর ও আজাইরা ভাবে ক্যান্ডিডেটদের গ্রিল করা হইসে। এবং রাফায়েত ভাইকে অনেক অনেক শুভকামনা সাহসিকতার সাথে কথা বলার জন্য। ❤❤❤,0,"meme, tiktok and others"
টয়লেটে বসে ভিডিওটা দেখতাছি। গু শুকাইয়া পাথর হইয়া গেছে। লাভ ফ্রম মাই টয়লেট��,0,"meme, tiktok and others"
টলিউডে আমার প্রতিদ্বন্দ্বী কেউ নেই পুরো পর্ব দেখুন আমাদের ইউটিউব চ্যানেল এ,0,"crime, personal"
টা মানুষ কিভাবে এত্ত মিথ্যা বলতে পারে???���,0,"meme, tiktok and others"
টাইগার না বিড়াল,0,"meme, tiktok and others"
টাইটেল অনুসারে ভিডিও টা হল কি গ্রেপ্তার করলো যে সেটা কোথায় বললে বা দেখালে যা খুশি বললে আমরা সব শুনে নেবো ভুল ভিডিও আপলোড করবে না,0,"meme, tiktok and others"
টাইটেল কি লিখছেন আজহারি হুজুর ভন্ডনা।খুবই মিষ্টিবাসি আর শিক্ষিত মার্জিত মিজানুর রহমান আজহারি।তারমত লোক হয়না��� যারা হুজুরকে ভালোবাসেন তারা লাইক দিবেন �,0,"meme, tiktok and others"
টাইটেলটা এইরকম হতে পারতো কে হবে রোস্ট রানা �,0,"meme, tiktok and others"
টাইম বোমা তগর পিছন দিয়া ভইরা দিমু। গাঞ্জা বেশি খাইসস।������,0,"meme, tiktok and others"
টাইমস্ অব ইন্ডিয়ার খবর মতে ইন্ডিয়াতে প্রতি বছর প্রায় আট লাখ হিন্দু মুসলিম হয়েছে তাই মদির ধারণা মুসলিমদের তাড়িয়ে দিলে হয়তো মুসলিম আর বাড়বে না মদির মাথায় আসলে কিছু নাই,0,religious
টাও পেসার নাইমশকরা করতে নামছে মাঠে!,0,"meme, tiktok and others"
টাকলু তুই বেয়াদব,0,"meme, tiktok and others"
টাকা দিলেই আমি যত্নের সাথে কাজটি করে দিতাম। লক্ষ অযথা খরচ কেন করলেন বাংলাদেশী ছেলেদের মানববতা বলতে কি কিছু নাই আমরা এটা ফ্রি ই করে দিতাম।,0,personal
টাকা পেলে সবাইরি অহোংকার হযে জাই তাই বেশি অহোংকার করা ভালোনা তার টাকা দিযে এসটেশানের মানুষকে সাহায্য করেন,0,"meme, tiktok and others"
টাকা রোজির আরেকটা সিস্টেম,0,"meme, tiktok and others"
টাকা হলে সাবাই পরিচয় দেয়,0,"meme, tiktok and others"
টাকার আর্টিস্ট আর পরিচালক,0,"meme, tiktok and others"
টাকার ঘড়ি পরি কোটি টাকার ঘড়ির চেয়েও সুন্দর,0,"meme, tiktok and others"
টাকার জন্য কতো পাপ করতাছে আল্লাহ জানে,0,"meme, tiktok and others"
টাকার পেছনে দৌড়াতে দৌড়াতে মানুস্থত হারিয়ে ফেলেছে,0,"meme, tiktok and others"
টাকার লোভে পরে ফেরেস্তার মতো সামিকে পায়ে ঠেলে দিলো,0,"meme, tiktok and others"
টাটা বাই বাই �� ভালবাসা প্রেম নয় ��,0,"meme, tiktok and others"
টালিউডে ওর প্রতিদ্বন্দ্বী কেউ নাই সত্য কথা হল টালিউডে ওর মতো প্রতিবন্ধী কেউ নাই,0,"meme, tiktok and others"
টিক বলছেন আমরা সবাই জয়ের জন খারাপ লাগছে,0,"meme, tiktok and others"
টিক ভোছেন,0,"meme, tiktok and others"
টিকেট থেকে পাপনের মুক্তি চাই আমরা মুক্তি চাই টিকেট থেকে পাপনকে বিদায় করা হোক,0,sports
টিনের চালে ক্রো সবার সেরা ইম্রুল ব্রো����,0,"meme, tiktok and others"
টিপ মারা উচিত ফাহমি বাই�,0,"meme, tiktok and others"
টিপু ভাই আমি আপনার ভিডিও সব সময় দেখি কোনো দিন কমেন্ট করিনাই আজ করলাম কারন এই পাপন হারামির বাচ্চা তাকলে ক্রিকেট ধংস হইয়ে যাবে সালা হারামি পাপন একটা জুয়ারি হারামিকে পদত্যাগ করতে কে কে আমার সাতে আছেন �����❤ইউ শাকিব❤মিস ইউ শাকিব,0,"meme, tiktok and others, personal, sports"
টিভি শো তে ও এমন জিনিশ,0,"meme, tiktok and others"
টিলো�����,0,"meme, tiktok and others"
টুকরো টুকরো করে কুকোর কে খায়ানো দরকার,0,"meme, tiktok and others"
"টোকাই এর বংশধর,,,,�",0,"meme, tiktok and others"
টোটাল রাবিস ��,0,"meme, tiktok and others"
ট্রস ট্রস করে.....�✋✋,0,"meme, tiktok and others"
ট্রাক চালক ঘুমে বিভোর চলন্ত অবস্থায় মিষ্টির দোকানে ঢুকে পরে বিস্তারিত - বনশ্রী,0,"meme, tiktok and others"
ট্রাপিক যদি মন্ত্রি হয় এই রকমই হয়,0,"meme, tiktok and others"
ট্রাম কখনয় সমাধান করবেনা কারন ভারত আগিয়ে যাচ্ছে এমনকি আমেরিকাকে ছাড়িয়ে যেতে পারে তাই ভিলেনি করে দু দেশকে লাগিয়ে দেয়াই তার কাজ এটা ভারত বুজতে চাচ্ছেনা,0,geopolitical
ঠপ চেনেল,0,"meme, tiktok and others"
ঠাকুর এরকম মানুষ কে শাস্তি দেয় না কেন ছিঃ ছিঃ,0,"meme, tiktok and others"
ঠাঙ্কির বাটা,0,"meme, tiktok and others"
"ঠান্ডা মাথায় আর কত চাপাবাজি করবেন জনাব?? পুরা পোস্টে এবারের এইচ.এস.সি পরীক্ষার পক্ষে ইনিয়ে বিনিয়ে জয়গান করে গেলেন শুধুমাত্র প্রশ্নফাস হয়নাই দেখে?প্রশ্নফাস না হলেই এইচ.এস.সি পরীক্ষা সফল?প্রশ্নফাস না হওয়ার কথা বললেন,বাট খুব কৌশলে ২ মিনিট লেট করার ফলে এইচ.এস.সি পরীক্ষা দিতে না পারা সেই অভাগা ছেলেটার কথা এড়িয়ে গেলেন।তার জীবনটা যে আমাদের শিক্ষাব্যবস্থা শেষ করে দিল তা আপনার লেখায় আসলোনা।আর এইচ.এস.সি পরীক্ষার প্রশ্নের স্ট্যানডার্ট নিয়ে তো কোন কথা তো লিখলেনই না,লিখবেন কি??আপনিতো জানেনই না কি জঘন্য প্রশ্নে আমরা এক্সাম দিয়েছি এবার। আপনার এই বুদ্ধিদীপ্ত কিন্তু স্বার্থপ্রণীত টেকনিক এখন আর কারোর কাছে না হোক শিক্ষার্থীদের কাছে এটলিস্ট এক্সপোস হয়ে গেছে,একসময় আপনি আমাদের সবার কাছেই বরেণ্য গল্পকার হিসেবে সমাদৃত হয়েছিলেন(হোক কপিড বা নকল করা)বাট সরি টু সে আমরা আপনাকে নিয়ে রীতিমত বিরক্ত...আল্লাহ এর অয়াস্তে এবার খেমা দেন,আপনাকে বাংলাদেশ শিক্ষাব্যবস্থার লোকজন 'গু' কে যদি চন্দনের গুড়া হিসেবে প্রচার করতে বলে আপনি বিন্দুমাত্র চিন্তা না করে খুবি দৃষ্টিনন্দন ভাষায় সেই গু এর প্রশংসা করবেন এবং তা আমাদের অর্থাৎ ছাত্রসমাজের উপর চাপিয়ে দিতে চাবেন। সেই গুয়ের গন্ধে ছাত্ররা গান্ধিপোকা হোক বা শুয়োপোকাই হোক,আপনার এতে কিছুই যায় আসেনা। কিন্তু আমরা আর তা চাইনা,দয়া করে আর এইসব এক্সপেরিমেন্টের নামে আপনার উর্বর মস্তিষ্কের চন্দমের গুড়া আমাদের ঘাড়ে চাপিয়ে দিবেন না,আমরা ক্লান্ত,বিরক্ত ও ক্ষিপ্ত।",0,entertainment
ঠিক অামরাও তাই চাই,0,"meme, tiktok and others"
ঠিক আছে আমি ক্ষমা কর লাম,0,personal
ঠিক আছে আমি চাই না,0,personal
ঠিক আছে আমি বলছি,0,personal
ঠিক আছে আমিও চাই না ও থাক,0,personal
ঠিক আছে এই কথা হয়তো বলেছিলেন প্রমান দিন সব কথা তো আপনি বলছেন রানু দির বলা ভিডিও টা দেখান তবেই তো মানবো নাহলে লাইক দেব কি কোরে,0,"meme, tiktok and others"
ঠিক আছে কিন্তু উপস্থাপক মেয়ে হওয়া উচিত ছিল,0,"meme, tiktok and others"
ঠিক আছে কিন্তু টা এমন ভুলভাল দেবার জন্য করলাম রানু মন্ডলের মেয়ে এমন অপবাদ দিচ্ছে কারণ ওর মায়ের টাকা আত্মসাত করতে সাথীর অসুবিধা হচ্ছে,0,"meme, tiktok and others"
ঠিক আছে তার মত নায়ক আমাদের দরকার নেই,0,celebrity
ঠিক আছে ভাই জবাব,0,"meme, tiktok and others"
ঠিক আছে সুগার আছে তাই এই ভাবে মারতে হবে ভালো ভাবে বুঝানো যায়,0,"meme, tiktok and others"
ঠিক আমিও থা চাই,0,personal
ঠিক কথা বরছে গরু থেকে কখনো কি শোনা বের হয় এই কথা যে বলেছে সে বড়ো মূখ্য,0,"meme, tiktok and others"
ঠিক কথা বলছে তাই চাই,0,"meme, tiktok and others"
ঠিক কথা বলেছেন,0,"meme, tiktok and others"
ঠিক কথা বলেছেন তারা দুজন এক হলে ভালো হতৈ,0,"meme, tiktok and others"
ঠিক বলছে রিফাতকে বচানের জা কিছু করছে মিনি সব অভিনয় করেছেন,0,"meme, tiktok and others"
ঠিক বলছেন অপু ছুরি বলে শাকিবকে,0,"meme, tiktok and others"
ঠিক বলছেন আপনি,0,"meme, tiktok and others"
ঠিক বলছেন তাহসিন ভাই ভাই অল্প পানির মাছ বেশি পানিতে আসলে যা হয় আরকি এদের রোষ্ট করতেছেন এরা কি মানুষ আমার তো মনে হয় না এরা তো ভাই মানসিক প্রতিবন্ধী এক একটা হামি না টামি ভাই হালারে আমার ইচ্ছা করতেছে �,0,personal
ঠিক বলছেন সাকিব ছাড়া অপুর ছবি কোন নায়েক এর সাথে মানায় না সাকিব ছাড়া অন্য নায়েক এর সাথে অপুকে কোন বক্ত গ্রহন করবেন সাকিব ছাড়া অপুর ছবি কেউ দেখবে না,0,"meme, tiktok and others"
ঠিক বলেছেন আমিন,0,personal
ঠিক বলেছেন তবে এও সত্য দুই নৌকায় তাল রাখা এত সহজ ব্যাপার নয়,0,"meme, tiktok and others"
ঠিক বলেছেন ভাই আওয়ামেলিগে গুষ্টিক চুদি,0,"meme, tiktok and others"
ঠিক বলেছেন ভাই বিচারক সালরে দেখতে লাগে বনমানুষের মত,0,"meme, tiktok and others"
ঠিক বলেছেন।টিম বাংলাদেশ ধ্বংসের দ্বারপ্রন্তে। বোর্ডে দুর্নীতিগ্রস্ত লোক থাকলে যা হয় আর কি!,0,"meme, tiktok and others"
ঠিক ভল ছেন আমরা সবাই পাসের আছি মিজানুর রহমান আজহারি ���✋✋✋✋,0,"meme, tiktok and others"
ঠিক ভাই আমি তোমাদের সাতে এক মত,0,personal
ঠিক ভিডিও বানাও কেটে কেটে বানিও না,0,"meme, tiktok and others"
ঠিক মতো চাটতে পারেনা,0,"meme, tiktok and others"
ঠিক হবে বাংলাদেশের ত্রকটি শত্রূ কমবে,0,"meme, tiktok and others"
ঠিক হবে শাকিবকে সিনেমা থেকে বাদ দিলে,0,"meme, tiktok and others"
ঠিক হয়েছে এর সঠিক বিবার চাই,0,"meme, tiktok and others"
ঠিকই তো বলেছেসে তার নিজের মতামত দিয়েছেআপনারা না বুজে আজেবাজে কেন বলছেন,0,personal
ঠিকই বলেছেন,0,"meme, tiktok and others"
ঠিকই বলেছেন পাবনার মেয়েরা খারাপ,0,"meme, tiktok and others"
ঠিকই বোলেছেন সাকিব খান ভাই,0,"meme, tiktok and others"
"ঠিকই লিখছেন স্যার, এদেশের মানুষের মন খুলে কথা বলতে ভয় পায়। এর সবচেয়ে বড় উদাহরন হল আপনি নিজেই, এজন্যই পা-চটাচাটি শুরু করছেন :-)",0,"meme, tiktok and others"
ঠিকসেযাহাপিগলা,0,"meme, tiktok and others"
ঠিকি আছে ওকে বহিষকার করেছে ভালো হয়ছেওর খুব অহংকার তাইনা রুপ নিয়েওকে বহিসকার করলে আমরা সবাই খুশি,0,"meme, tiktok and others"
ঠিকি বোলেছেন ওর অবস্থা দেখে,0,"meme, tiktok and others"
ঠিখ,0,"meme, tiktok and others"
ঠিয়া খাইলে বিয়া লাগেনা নষ্টা মেয়ে,0,"meme, tiktok and others"
ঠীক বল্লছেন,0,"meme, tiktok and others"
ড এনায়েত উল্লাহ অাব্বাসী যার নামের অাগে ডক্টর এবং সাইয়্যেদ ওনি উত্তর দিতে পারবে না� বা ওনার জানা নাও থাকতে পারে এমন টাই বললেন পিছনের হিংসাত্মক মেী লোভী ব্যাক্তিটি গাদার মত দাঁড়িয়ে গেলেন শ্রোতাগন প্রশ্ন করতেছেন হজুর উওর দিচ্ছেন এরমধ্যেই কি ঘটল সবাই তু দেখল,0,"meme, tiktok and others"
ডঃ জাকির নায়ক হুমকির কোন কারন নাই মালয়েশিয়ার জন্য,0,celebrity
ডঃ জাকির নায়েক একজন জান্নাতি ফুল,0,"meme, tiktok and others"
ড জাকির নায়েক খুব ভাল মানুষ,0,"meme, tiktok and others"
ড জাকির নায়েক হল নবী ও অলিদের দুশমন যার কারনে এই অবস্থা মাহতির মোহাম্মদকে ধন্য বাদ এগিয়ে যাও আল্লাহ আপনাকে ভালো রাখুক আমিন,0,personal
ডঃ জাকির মহাবিশ্বের এক বিষ্ময়,0,"meme, tiktok and others"
ড. মুহাম্মদ জাফর ইকবাল যখন পত্রিকাতে লেখা প্রসব করেন তখন এসব লেখা আমার পরতে ইচ্ছে করে না । শুধু তার লেখা প্রসব হইছে এটা শোনার পর আমার বমি পায় । তখন গলায় আঙ্গুল দিয়ে আমার হড় হড় করে বমি করে’ দিতে ইচ্ছে হয় ।,0,personal
ডআড,0,"meme, tiktok and others"
ডক্টর জাকির নায়েক ভালো মানুষ তাকে নিয়ে যদি কেউ মিথ্যা সম্প্রচার করে তিনি নিজেই খারাপ এতে কোনো সন্দেহ নেই,0,"meme, tiktok and others"
ডক্টর জাকির নায়েকের মত আর একটিও লোক পৃথিবীতে খুঁজে পাওয়া যাবে না,0,"meme, tiktok and others"
ডক্টর জাকির নায়েকের সৌদি আরব নাগরিকত্ব দেয়া হোক,0,"meme, tiktok and others"
ডঃজাকির নায়ক একজন ভালো মানুষ,0,celebrity
ডঃজাকির নায়েক একজন সত ধার্মিক ও হক কথা বলেন আল্লাহ পাক ওকে হেফাজত করবে আমিন,0,personal
ডজৃবয়আৃ,0,"meme, tiktok and others"
ডলা দিয়া দিছে রে �,0,"meme, tiktok and others"
ডা জাকির নায়ক ত ভাগ ভাল মানুষ,0,celebrity
ডাঃ জাকির নায়েক একজন অসাধারন বেক্তি তিনি শুধু ইসলাম না সব ধরমের সমন্দে যানেন আর সে ভালোমন্দ বুজিয়ে দেন তাই তার শত্রুর অভাব হয়না আল্লাহ ডাঃ জাকির নায়েকে হেফাজত করবেন আমাদের মহানবী সঃ ও দেশ থাকতে পারেনা মোসলমান গন সাদ্দাম হোশেন ও এর জন্য জীবন দিলে কাফের দের খমতা বেশি এই দুনিয়াতে আল্লহ যেনো ডাঃ জাকির নায়েকে হেফাজত করেন আমিন,0,"personal, religious"
ডাঃ জাকির নায়েক খুব ভালো মানুষ এর মতো ভালো মানুষ পিরথিবিতেনেই,0,"meme, tiktok and others"
ডাঃ জাকির নায়েক ভালো মানুষ আমি জানি মিডিয়ার কিছু মানুষ আছে যে মিথ্যা ছাড়া সত্য বলে না,0,personal
ডাঃ জাকির নায়েক ভালো লেকটি ভালো,0,"meme, tiktok and others"
ডাকসুর ভিপির যে সম্মান থাকার উচিত।তা এই সরকাররে আমলে হবেনা।,0,"meme, tiktok and others"
ডাক্তার আগের নিজের গুলা ঠিক করুক ওনার গুলা ঝুলে গেছে,0,personal
ডাক্তার আপার গুলা ত গরুর লেজের মতো জুলতেছে,0,"meme, tiktok and others"
ডাক্তার আপু আপনার সাথে যোগাযোগ কিভাবে করা যাবেকেমন খরচ লাকতে পারে,0,"meme, tiktok and others"
ডাক্তার জাকির নায়ক ব্যাপক মানুষ,0,celebrity
ডাক্তার জাকির নায়ক হিসেবে অনেক ভালো আমি তাকে অনেক ভালোবাসি,0,personal
ডাক্তার জাকির নায়েক একজন ভালো মানুষ,0,"meme, tiktok and others"
ডাক্তার জাকির নায়েক খুব ভালো মানুষ,0,"meme, tiktok and others"
ডাক্তার ফারাহানা মতো একটা চ্যালেন খুলে ভালো হতো,0,"meme, tiktok and others"
ডাক্তার সাহেবার উচিত হয়নি মূর্খ একটা জাতির চ্যান্যালে এটা বলা কমেন্ট সেকশন বন্ধ এর দাবি করছি,0,"meme, tiktok and others"
ডাক্তারনীরটারও তো খারাপ অবস্থা নোংরা মী করলে এমন হয় একাধিকের হাতে ধরা খেয়ে মজা নিলে সেটা বলেনা কেন,0,entertainment
ডাক্তারে দুধ তো দুলে গেছে,0,"meme, tiktok and others"
ডাক্তারের অবস্থা খুব খারাপ ছিলো,0,"meme, tiktok and others"
ডাজাকির নায়েক খুব ভালো মানুষ,0,"meme, tiktok and others"
ডাজাকির নায়েক যে ভাল মানুষ তাতে কোন সন্দেহ নেই,0,"meme, tiktok and others"
ডাঃজাকিরা সারা বিশ্বের জন্য হুমকিতাকে ভারতেপাঠিয়ে দিন,0,geopolitical
ডাব,0,"meme, tiktok and others"
ডায়নি,0,"meme, tiktok and others"
ডাল ভাত শট���ওহ শামিন ভাই আপনার কমেন্ট্রি কিন্ত সেই লেভেলের জোশ �,0,"meme, tiktok and others"
ডাস্টবিন এর মাল উপরে উঠাতে নেইক্ষমা নেই কোনোঅতিন্দ্র দা স্যালুট,0,"meme, tiktok and others"
ডিগ্রিপ্রাপ্ত আবাল,0,"meme, tiktok and others"
ডিপজক মনে করে টাকা যার ছবি তার ওনি কি হিরো চি চি বাংলা সিনেমা এক সময় ছবির জখদ খারাপ করে ডিপজল ওনার ছবি পরিবারের সাথে দেখা জাইনা খালি আর খালি ছবির বিতরে ওনি এখন কিরো,0,"meme, tiktok and others"
ডিপজলের নতুন গান চাই,0,entertainment
ডিফজল ভাই শাকিবের সাথে ছবি করেন চলবেনা হলে আগের অবসথা হবে,0,"meme, tiktok and others"
ডিম পিঠা বানানো রেচিবি,0,"meme, tiktok and others"
ডিয়ার টেনশন লইয়েন না। স্টিল নাও আমরা আপনাদের ধৃষ্টতা দেখে অবাক। ব্যবসার দিকে চাইয়া গানটা ছাড়তে পারেন নাই? নো প্রবলেম ! আমরাও দেখিই যদি পাইরেটেডই দেখব। আপনাদের চোখে আঙ্গুল দিয়ে দেখাবার আছে!,0,entertainment
"ডিয়ার স্যার, আপনার লেখার মধ্যে অনেক ফাঁকফোকর থেকে যায় যার কারনে আপনার বেশিরভাগ লেখাই অসম্পূর্ণ মনে হয়। আপনার বেশিরভাগ লেখাতেই “দেখিনি, পড়িনি, জানিনা, শুনি নি ” শব্দ গুলো চলে আসে। অর্থাৎ আপনি কোন বিষয়ে পুরোপুরিভাবে জ্ঞান না রেখেই কলাম লিখেন যা আমাদের কাছে অসম্পূর্ণ লাগে । আমরা যারা আপনার লেখা ফলো করি তাদের জন্য হলেও যে কোন বিষয়ে সম্পূর্ণ তথ্য নিয়ে লিখবেন আশা করি।",0,"meme, tiktok and others"
ডিয়ার হবু বউ......��<br />যৌতুক কিন্তু দিতে হবে. আর সেই যৌতুক এর চাহিদা হবে তোমার ভালোবাসা....��<br />আমি যৌতুকে তোমার ভালোবাসা চাই...��<br />তুই দেনমোহরে কি চাও বলো?,0,personal
ডিলিট বাটন সবাই চাপতে জানে না বা জেনে ও চাপে না!,0,"meme, tiktok and others"
ডিসলাইক দেয় কে,0,"meme, tiktok and others"
ডিসি বনাম পিএসএর মিনিটের ম্যাচ লিংক ��,0,"meme, tiktok and others"
ডিসি সাহেব রোমিও যেখানে জুলীদের দেখেন তা একটু খেয়ে টেস্ট করে দেখেন ����,0,"meme, tiktok and others"
ডিসির রুমে সিসি ক্যামেরা আছে এটা কি ডিসি জানতো না �,0,"meme, tiktok and others"
ডিসির লিংকও বের হয় না হায়রে গরিব বাংলাদেশ��,0,"meme, tiktok and others"
ডিসির সাথে বিয়ে দেওয়া হোক,0,"meme, tiktok and others"
ডুকাও গুরু,0,"meme, tiktok and others"
ডেমন কিছুই জানেনা,0,"meme, tiktok and others"
ডেলে দাও মজা পাইলাম,0,entertainment
ডেলে দাও মাসুদ রানার উপর আবাল বিচারক বাবা খাইয়া আইছে আমি হলে ওর উপর ডেলে দিতাম মাইয়াটার উপর,0,personal
ডেলে দিই� ডালের যে তখন হুশ ছিল না এখন বলে স্যারের দোষ নাই� ঠেলে দাও ডেলে দাও এটা বর্তমানে নীতি হয়ে গেছে� হায় রে বাংলাদেশ�,0,"meme, tiktok and others"
ঢাকা বিশ্ববিদ্যালয়ের গেট থেকে টাকা দিয়ে ঘড়ি নিলাম দারুন সময় দেয়,0,"meme, tiktok and others"
ঢাকা বিশ্ববিদ্যালয়ের মত সাধারণ সম্পাদক পদে হিন্দু কাউকে হয়তো নিয়ে আসছে কিংবা ভারতের আরো অনুগত কেউ।,0,"geopolitical, religious"
ঢাকা হবে এবার চ্যাম্পিয়ন,0,"meme, tiktok and others"
ঢাকাতে কই পাওয়া যাবে ঠিকানা দেন। আমি কিনবো।,0,personal
ঢাকার কেকে আছো লাইক দাও ���,0,"meme, tiktok and others"
ঢাকার বলখেকো তামিম,0,"entertainment, meme, tiktok and others"
ঢাকার বাইরে আসতে পারবে,0,"meme, tiktok and others"
ঢাকা�,0,"meme, tiktok and others"
ঢালিউডের শীর্ষ নায়ক শাকিব খানের প্রযোজনা প্রতিষ্ঠান এস কে ফিল্মস থেকে প্রথম হিরো দ্য সুপারস্টার ছবিটি সালে মুক্তি পায় ছবিটি বেশ ব্যবসা সফলতাও পেয়েছে বর্তমানে পাসওয়ার্ড নামের নতুন ছবি প্রযোজনা করছেন শাকিব এ ছবির বাইরে শাকিব খান চলচ্চিত্রের বাজার ফেরানোর জন্য আরো চারটি ছবি প্রযোজনা করতে যাচ্ছেন বলে জানান,0,celebrity
ঢেলে দিলো হুম পুরাই ঢেলে দিলো �,0,"meme, tiktok and others"
ঢেলে দেই��,0,"meme, tiktok and others"
তই র্পন,0,"meme, tiktok and others"
তই সব নিয়া কবি আমার নামাজ নিয়া কবি না,0,personal
তওবা করেন নামাজ পড়া নিয়া কথা বলেন না,0,"meme, tiktok and others"
তকি সিত না মত,0,"meme, tiktok and others"
তকে আমি গালি দেব না শুধু একটা কথা বলবো যত খুশি ফাল পাড়ার পেড়ে নে মরার পড়েত আর ফাল পাড়তে পারবি না,0,"personal, slander"
তকে পাবলিক প্লেইস এ কোন গালি দিলাম না এবং সাথে তর বউ কেউ কারন এওখানে কারাপ কথা বল্লেও কিছু করা যাবে না প্রত্যেকটা তাপ্পরে আমার কলিজাটা পেটে যাচ্ছিলো,0,"personal, slander"
তখনই তা চাইবে,0,"meme, tiktok and others"
তগ কি মরনের ভয় নাই,0,"meme, tiktok and others"
তগো মিডিয়া গুলোর খাইয়া দাইয়া কোন কাম নাই। তগো পেটের জন্য মাঠে খেটে মরছে কৃষক রা।ওগো রে নিয়া কয়টা ভিডিও করচোছ।সারা দেশে বৃষ্টি হচ্ছে আর কৃষক রা চিন্তা করতে করতে মরছে আর তোরা মিডিয়া গুলো বাংলাদেশের মিথ্যা অশ্লীল নাটক গুলো নিয়া ব্যস্ত।আসল সেলিব্রিটি গুলোর খবর নাই ।বাংলাদেশের নাম যে মানুষ গুলো তুলে ধরে তাদের কে তোরা চিনিস না।তোদের মতো মিডিয়া গুলোর জন্য আসল মানুষ গুলো চিনা যায় না।শুধু আল্লাহ্ কাছে বিচার দিমু।,0,"celebrity, meme, tiktok and others, slander"
তগোবাজির হেটানি ছারচচ,0,"meme, tiktok and others"
তছলিমা থাকতে ওরা ছাগলের কাছে কেন,0,"meme, tiktok and others"
তত্ত্বাবধায়ক সরকার যে রেল লাইন বানায়েছিল তাতে কেহই চলে নাই। কিন্তু ক্ষুদে পুচকে ছাত্ররা যে পায়ে হাটা পথ তৈরি করে দিয়েছে তাতেই চলা শুরু হয়েছে।,0,"meme, tiktok and others"
তথ্য ফাঁস করতে হলে পুলিশ দরকার তোর দরকার নাই তুই পুলিশ হলে ভালো হতো সদ্য পেঁচাল পারে,0,"meme, tiktok and others"
তথ্যবহুল কথাঅনেক কথা ই সত্য বলতেছেতবে কিছু কথাবার্তা সংযত হওয়া উচিৎ ছিলদুই একটা কথা ছাড়া বাকি কথাগুলো সত্য ছিল,0,"meme, tiktok and others"
তদের কাজি মেয়েদের ব্রা সাইজে জানার,0,"meme, tiktok and others"
তদের চে ভালো সানি লিওন,0,"meme, tiktok and others"
তদের ছাইতে হিরু আলম এই ভালো,0,"meme, tiktok and others"
তদের ভারতের এই হিন্দু জাতির উপর গজব নাজিল হবে যারা জরিত তাদের কেউ ক্ষমা পাবেনা,0,"geopolitical, religious"
